product_id,review_body,product_category
0594451647,This product really works great but I found the following items you need to keep in mind:<br /><br />- You must have your power adapter connected for it to work...it plugs in the the bottom. It appears it needs power from the nook power adapter to operate.<br />- The plug fits in loosely and you cannot move the Nook around much without holding the adapter in place.<br />- On initial plugin it seems you need to rock it around to get the connection but then it seems solid.<br />- It works with a 25ft high quality HDMI cable so you can put the NOOK across the room with you. Not tested with cheap cables.<br /><br />Warning...I found that my LG SmartTV 3D from a few years back does not work with this adapter but it does not seem to work with many things...bad software. This adapter works fine with other HDMI devices I have used like monitors and I am sure other TVs.<br /><br />Gave it five stars because it really is nice to extend the screen and use your Nook as a streaming server to your TV. Nice they made such a device.,Electronics
0594451647,amazon was about the only place i found one at a reasonable price.,Electronics
0594451647,Works perfectly for tv viewing.,Electronics
0594451647,"I bought the Barnes & Noble Nook HDTV Adapter Kit and I am not able to view video or movies through it.  The cable is working and I can display what's on my nook onto a TV screen, but as soon as you start playing the movie the TV side goes black and you can then only see the image on the nook.  You pause the movie and it pops back up on the TV screen.",Electronics
0594451647,"Great to be able to hook your nook up to TV and watch netflix, hbo-go, etc on it.  Cord could be a bit longer, but works okay - just have to have nook close to the tv.",Electronics
0594451647,"It's cool for my tablet to hook up to my tv, I just hate that it is not fully widescreen on my tv. I also do not like the short cord which means the tablet basically has to be over there on the tv stand with the tv, and also the plug comes out of the tablet very easily if moved.... But these are the breaks I guess. I have had no issues with playback, its good just poorly designed.",Electronics
0594451647,happy i can stream from my Nook. works great.,Electronics
0594451647,The cable is very wobbly and sometimes disconnects itself.<br /><br />The price is completely unfair and only works with the Nook HD and HD+,Electronics
0966185056,"This DVD is a little strange at times. It's cute enough considering I bought it USED for around $2. But if you're going to have to pay  much more than that...don't. Some parts are cute, some are just wierd looking.",Electronics
0966185056,"Oh boy. still images of Christmas cards, mall santas, Christmas trees, toys, and decorations with musical background. The people who gave this DVD a good review either live in a cardboard world, or they work for the company who produced this hunk-o-junk!",Electronics
0966185056,A rich repertoire of beautiful Christmas music with various and numerous scenes of holiday symbols and events. I play this one all year long - very peaceful. A true classic.,Electronics
0966185056,"I love Christmas videos and music, but I usually read and/or inquire about the material -- whatever it is -- before I purchase it; inevitably, sales for this particular dvd would increase if more particulars were given  regarding its contents. Shame.",Electronics
0966185056,This is a must see for the X-mas season.  It is a tradition in our family to play this movie while we are setting up our tree and decorating our home for the holidays.  When you can't always see the TV screen to see the beautiful X-mas scenery we can still hear the wonderful holiday music playing.  It along with our other holiday movies are played often throughout the month of December.,Electronics
0966185056,"I can only imagine that those who gave this video 4 or 5 stars must be somehow receiving a share of the profits. I feel completely robbed--you know, that kicked in the gut feeling you get when you realize you've been suckered! There is almost nothing here visually but still images, none of them particularly interesting or poignant. In fact most are simply tacky. Wreaths on somebody's front door, a local mall's Christmas decorations. A house with a light display no more impressive than my neighbor's. Photographs, I kid you not, of Christmas cards. Not one or two, but sequences of dozens--none of them very appealing or interesting. This \\""video\\"" seems to have been made by someone who just drove around town for a few days and took pictures of anything and everything even vaguely related to Christmas. It may be good for shut-ins who can't make it to the mall to see what The Gap or Limited II has put in it's windows. It's like an annoying colleague who insists you look at his Christmas pictures and gushes over them as you think to yourself, so what?",Electronics
0966185056,"This is a very thorough, relaxing Christmas-season video.  It's a true &quot;classic&quot; that has been around for 15 years.  I mostly agree with &quot;pianistcritic's&quot; earlier review here, except that I found Steve Amerson's rendition of &quot;Is There a Place?&quot; to be quite excellent and very appropriate for the CHRISTmas season.  He was one of the song's composers.  If lip-sync was used, it was done tastefully.  This is a MUST HAVE video which I find is excellent for gift-giving.  You'll play it every year!  It really gives you the Christmas spirit!",Electronics
0966185056,"<br />I am a huge Christmas fan.   <br />This DVD is played from the begining of December to the 25 at our house.  This not a movie!! DUH. It is images and music of Christmas, and I think it's the best for getting in the mood for the season. <br />But don't think it's any kind of Christmas movie.  It is exactly what the title says!   <br />",Electronics
097185548X,Dave Ramsey and his team are amazing. This is a wonderful read and present. It changed so many lives around me including my own.,Electronics
097185548X,This is a second copy we have purchased because so many people ask about it!  It IS life changing no matter how long it takes!,Electronics
097185548X,I have enjoyed listening to the Financial Peace 13 lessons CD by Dave Ramsey. A lot of the information he covers in the lessons I have heard over the years on his radio program. This has been a great way to refresh my memory on several of the things I already know and practice. I have also gained some new information I didn't know about retirement investing and insurance. I am very pleased with my purchase.,Electronics
097185548X,Never heard anything like it!  It is truly changing my life!  Everyone should have a copy of Dave Ramsey in their home!,Electronics
097185548X,Sensible financial concepts that everyone should know about.,Electronics
097185548X,Always have liked Dave Ramsey.  My wife and I have been very successful financially because we found this at an early age.  I just now have purchased the full series to go over it all again.,Electronics
097185548X,"AWESOME SELLER, DEAL & CONTENT! I've listen to Dave Ramsey and he is THE BEST! I bought Dave Ramsey's Financial Peace University for myself and I bought a second one for a family member (they weren't getting mine...I just couldn't part with it). Dave Ramsey's CD's and program are easy listening and totally do-able!<br /><br />My family member was a die-hard instant gratification/impulse spender and now I'm happy to say has listened to Dave Ramsey and has implemented Dave's strategies. I'm not talking about a kid here, this person is in his mid-fifties and has had this unconscious spending mindset all of his life. From the very first Dave Ramsey CD that he popped into his car CD player, he was hooked! He even looked forward to repetitive listening of each CD several times to have it become ingrained in his memory before moving on to the next one...very cool!<br /><br />His transformation is amazing! He's turned his life around to be a financial wizard and has learned how to accelerate getting out of debt years sooner than he otherwise would have done.<br /><br />He's so much more financially responsible with his retirement planning/investment funds/insurance policies and especially of conscious spending of his money. He's become a very smart shopper that recognizes the difference between \\""wants\\"" and \\""needs\\"" and if it's not a \\""need\\"" he doesn't \\""want\\"" it.<br /><br />Best of all, he's not stressed out over doing it. He's actually happy and looks forward to finding different ways of saving money. It's so fun to carry on a financial conversation because there is no more tension and frustration that goes with it. Instead, he lights up and even initiates conversations regarding finances. I never thought I would ever see the day when that would happen, so thank you very much Dave Ramsey! A million times thank you!<br /><br />You won't regret buying any of Dave Ramsey's programs...you'll only regret it if you don't!  :D",Electronics
097185548X,"You just can't go wrong if you get these CDs. They are very entertaining and extremely knowledgeable. Just put them on in the car on your way to and from work and in two weeks, you're done with all the cds and learned a ton about financial planning and preparing for retirement, getting out debt, saving for your kids school, and hundreds of other topics. Great CDs!",Electronics
0972683275,This took a lil longer to put up them we expected but it holds our 55 inch smart tv perfectly! We love it!,Electronics
0972683275,"I have mounted a 42 inch old LCD. Easy to install. Easy to swivel, there is tilt option but it has to be locked by nuts(it can not be changed without loosing the nuts).",Electronics
0972683275,holds a 32 inch vizeo well and the adjustment is great,Electronics
0972683275,"Good product. Used on a 24&#34; TV. Had a little issue with the length of the screws that came with, but I had other washers to use so it worked out ok. Seems nice and sturdy once I got it mounted on the wall.",Electronics
0972683275,"I would have given this a 5 star rating, but it came without instructions and there were parts missing. The part is that once I figured it out, I didn't need the missing parts, and it works like a charm.",Electronics
0972683275,"This is a well made product for the price. The installation was simple but mounting the actual TV wasn't. You have to lift and hold the TV up so as to align the holes for the screws. An extra person was needed. Once up, the Tv leans to the left. The mount was installed level and the first arm is level but second arm is not. However, it fits my needs and for the price I am satisfied.",Electronics
0972683275,"Does what it's intended for below pricing found on other brands. I have a 32\\"" mo nted in the bedroom with this. Seems sturdy emough for it...went up easily. Only reason for docking one star is the difficulty in adjusting the unit in the beginning. You really need (on my unit at least) to work it for a while before installing so you don't have to put so much stress on the mounts once installed. It was VERY stiff and took quite a bit of muscle to loosen it up enough to adjust...even with the adjusters loosened for this purpose...suppose it's better to have it too tight than loose and have the tv \\""drift\\"" around.  For $25.00 that I paid for a decent mount that has the range of angles...great find.",Electronics
0972683275,easy to install and it still has a 32&#34; TV hanging off of it. Like the way it swings from side to side.,Electronics
1400501776,Got this one for my mom for christmas..thought it would be like the 5other tablets i have but its not..u can not download anything for FREE that is worth having on there play we went to everything you could image and still dont let you..CANT EVEN DOWNLOAD CANDY CRUSH she spent about $10 ON things that siad candy crush and they were guides not the game ..let someone else look at it they told her she would have to get on FACEBOOK and set up account and get candy crush like that what good that does when u have to have internet to play it and not alway goin to have WII FI around,Electronics
1400501776,"I bought my wife a Nook for Christmas two years ago, and she has used the heck out<br />of it, so I have always wanted one for myself. When I saw the price break on this one<br />I had to act! It meets all my expectations.",Electronics
1400501776,"So far so good.....we haven't, (but I have) spent much time on it.  I got for my daughter for Christmas....I'll keep you posted after the Holiday Season.  thank you.",Electronics
1400501776,"I don't like the product that much, but the company delivered it very quickly. The Nook pales in comparison to both the Kindle and the Ipad and I regret purchasing it.",Electronics
1400501776,This was purchased as a Christmas gift for my niece.  What can I say………she loves it and uses it a lot !!,Electronics
1400501776,The Nook tablet has limitations as to where you can go with it. Certain apps cannot be downloaded. Its very good for reading.,Electronics
1400501776,"I purchased this for my 96 year old mother, who loves to read, but her eyesight is not good. She would hold the book in her lap and use a handheld magnifying glass to read. Now she can hold or lean the Nook on a pillow and read to her heart's content!! The ability to adjust the sizing of the words is what sold me, and it's also good for me to email and check Facebook!!",Electronics
1400501776,"I put off buying a reader for several years because it seemed like a luxury my tight budget didn't need. Also, I'd had one of the early Sony readers, used it a lot for a couple of months, then never really used it anymore.  But when I received a gift card this spring, I thought, \\""This is going to be spent on something I wouldn't blow my own money on but I want.\\""  I knew I didn't want a Kindle because of both the issues of \\""locked in\\"" book buying and no way to use extra storage (SD card), so I started reading about the Nooks and settled on the Tablet.<br /><br />I am in love!  This little tablet that I hoped I might use maybe once or even twice a week gets used every day, often for hours at a stretch!  I didn't buy it for an iPad substitute, but I really do use the browser a lot more than I expected to check email, read some of my discussion forums, etc.  And the convenience of the device, and esp. of using the Overdrive service to borrow ebooks for free and without having to leave the house, has me back to my favorite hobby that I've been away from for years--READING!<br /><br />Highly, HIGHLY recommend!",Electronics
1400532620,Do not buy a Nook!!!! Spend you money else where. We have both a color and a black and white. Both are less than a year old and have had to be replaced already. Now the B&W needs to be replaced again. Tech support is a joke!!! In store support is just a little better-if there is a store close to you. Would never buy one again-company will not refund. BAD NEWS!!!!,Electronics
1400532620,WATCH OUT WHEN YOU TAKE IT OFF THE CHARGER!!!   I PULLED OUT THE CHARGER FROM MY NOOK(BLACK&WHITE) AND IT TOTALLY RIPPED OUT THE CONNECTOR INSIDE THE NOOK!    IT WAS A MEGA FAIL TO ME BECAUSE THEY TOLD ME IT WASNT APART OF THE WARRENTY!!,Electronics
1400532620,"I would LOVE to have known that you absolutely, positively MUST HAVE wi-fi access to even register this product (which I don't have at home). It came with a USB cable but apparently that was just for looks...<br />I would have had to drive somewhere that was an AT&T hot spot to even use it for the first time (who knows if it would work in a Verizon hot spot)! And since there is no Barnes & Noble store in my town I would have had to drive a minimum of 30 miles to use their in-store \\""lending\\"" feature.<br />There is such a minimum of information on the outside of the box, in the store where I purchased it or even online that it wasn't until I got it home and unwrapped it that I found this out.<br />I was bummed.<br />I think I will be buying a Kobo or Kindle instead. At least those give you the option of hooking it up to a computer connection the usual way (with the provided USB cable).",Electronics
1400532620,Well the nook serves its purpose well. It is great in high levels of bright sun light and even does well in the shade. Battery life is amazing and the nook library is defiantly growing. Love the whole idea of narrowing books from friends and your local library.,Electronics
1400532620,Item is well made for the product it was intended for. Help the nook right in place tight and well secured. A++++++++++++ for this item.,Electronics
1400532620,"Last month, my Nook became completely pixilated and unreadable... got a replacement, same thing happened within 3 weeks. B&N is replacing it, but will not let me pay the difference to get a Nook color. I do NOT recommend the standard Nook, as I've had two defective devices in less than a month.     I appreciate their willingness to replace the device, but am very frustrated by the defects, and the fact that they will not allow me to exchange it (and pay the difference!) for a Nook Color, when clearly the standard Nook is a subpar product.",Electronics
1400532620,"This was my first e-reader, and remains my favorite.  I am a huge fan of e-ink, and enjoy the look of reading from paper.  It is very simple to use, and books can be easily side-loaded with the free Calibre software.  Page turn time is quick, but quicker with the newer version.  Battery life does last about two weeks, reading a pace of at least one to two hours per day.  Battery is only consumed when the color screen is on or when pages are turned.<br /><br />Of course, as a Prime customer, I really need a Kindle :)",Electronics
1400532620,"I selected the black and white NOOK over the Kindle because I can download books from public libraries to my laptop and copy them to the NOOK.  We travel full time in our RV, and I have library cards in three states.  I can always find books I want to read from the libraries.  I haven't bought a book since I bought the NOOK four months ago.    The display is incredible.  I sit in the sun and read a lot, and the brighter the sunlight, the better the display.  Try that with a traditional LCD display.  Since the black and white NOOK has no backlight for the book pages, it requires as much ambient light as a traditional paper book.  In dim lighting I use a clip-on book light, as I did with paper books.    While I can use the NOOK several hours a day for several days between charges, an hour or two a day of charging keeps it charged.  The NOOK Color has a much shorter battery life, as well as being heavier.    The 3G option for the NOOK is a waste of money unless you want to buy books and magazines directly from Barnes & Noble, or if you want to try to use the NOOK as a tablet computer.  It really doesn't have the horsepower for that.",Electronics
1400532655,"The reviews so far are really good, so I dont need to add more on the actual features. Now did you know that buying directly from B & N, the Nookcolor is actually $249? Also, for those who are concerned about the lcd, dont worry. You can adjust the brightness level. I lower it when I read at night in the dark, and when its daylight and I want more clarity, I can brighten it. You can use literature published in so many digital formats (but not amazon kindle format, which doesnt play well with others), and its just a pleasure to use. Someone mentioned that when you have it plugged for charging and try to type on the keyboard, it doubles the characters. Yeah, been there, done that, true story, so hopefully as they update the software, that will improve, but once you unplug, everything seems to work very nicely. If you want a nice reading environment, I really would recommend the nook color. It makes reading such a pleasure, at a very decent price for the product you are buying. I actually like that it has a tiny bit of \\""weight\\"" to it. Now my little droid incredible, which had been my reader til I got the NookColor, feels so...light! Almost TOO light! And...it LOOKS so elegant. I actually prefer having the plastic/metal (not sure what it is actually, but it feels nice and looks nicer) bezel as opposed to the ipad glass to the edge type construction. It gives me a nice place to put my fingers. And get a nice cover for it. B & N has some very nice ones. Yes, some are a bit pricey, but I really think its worth the investment. Mine already has fallen to the carpeted ground when my dog figured I had been reading long enough, and wanted some attention. I was very glad I had it in a cover. However, with the bezel and the rubberized back, I dont think I would have had a heart attack if it fell uncovered. I would never risk that, but it looks and feels as though it could take a bit of a tumble without much trouble, at least onto carpet. It just seems less fragile than the ipad or galaxy tab.  The book collections are extensive, and I also had quite a collection of pdf books which I very easily downloaded. And I LOVE the free trial for the magazines. To discontinue any of them you decide you dont want, you have to log into your online nook account on the B $ N website, and find the \\""manage subscriptions\\"" link. Took me a minute to figure that out, so hopefully that tidbit will save you some frustration. But overall, its a wonderful, colorful, very nice user experience. Its an ereader first and foremost, and it does that very well. It just happens to have a few lil extra goodies tossed in to boot! Dont compare it to the ipad. It isnt supposed to BE the ipad! Let it have its own little niche, and I promise you will be as happy with it as I am!",Electronics
1400532655,"Amazon lists the NOOKcolor for over $300 but it's available at barnesandnoble.com for $249 + tax (~$269.) Also, the \\""Item Weight\\"" listed is two pounds but it is less than one pound (15.8 oz.)  This is heavier than the Kindle but lighter than the iPad.  Weight is an important factor when holding an e-reader for long periods.  It appears Amazon is unfairly representing its competition.    This little device is no joke.  Amongst other specifications mentioned by others it has the following:    * CPU Processor: 800 MHz ARM Cortex A8-based Ti OMAP 3621; same processor as Droid 2 and Droid X.  * Graphics Processor: PowerVR SGX530; same GPU as Droid 2 and Droid X.  * RAM: 512MB    For a diagram of the OMAP 3621 search for \\""engadget Nook Color processor revealedOMAP 3621.\\""    For the full specifications search: \\""androidtablets 3483-nookcolor-full-specifications\\""    For a more flexible open alternative including Android 2.2, 1 GHz ARM, 256 MB RAM, HD Video 720p, HDMI, et cetera look at Archos 70 8GB for $275 or the Archos 101 16GB, $350.  These are good alternatives at least until Android 2.3 and 3.0 arrive.",Electronics
1400532655,"Unless you are a VERY careful user, this charger will not last you very long.  Mine lasted about 4 months. It is NOT a standard USB charger, so you cannot buy an off-the-shelf charger (The Nooks USB insert is longer and let's the charger do a \\""fast charge\\"", if you use a standard charger, it will take overnight).  Barnes and Noble told me to go to bn.com and buy a new one. Poor service from support, if you ask me.",Electronics
1400532655,"I really love this device.  The only problem is, I would not enjoy it nearly as much without the ability to root it and load up a custom ROM.  The stock nook os is sluggish and extremely limited.  The stock app market is a joke.  So if you are willing to dig around to find out how to root this, i would highly recommend getting it.  If not, I would pay a little more for a different android tablet.     Good:  Screen is great and responsive.  The battery life is what I expected...8 or so hours.  The device feels solid.  I really like the design and build quality of this device.  Cheap, look around you can get it for $200 refurbished.    Bad:  Its native operating system is very limited and feels sluggish.",Electronics
1400532655,"I bought a refurbished Nook Color a few months ago as well as a dual-boot android Micro-SD card (from eBay).  This is by far the best value tablet I've found anywhere!  NC is well made, arrived in like-new condition, reliable, responsive and by booting to full Android (with the dual-boot micro-SD) it is a real tablet with full access to the Android market. Only cons are lack of microphone or camera, but for a total cost of <$180 it's awesome!  Good battery life, beautiful screen, responsive and a really excellent reader (especially in low light - but the screen can be made very bright for daytime use).  I also have a Kindle keyboard which I love for daytime reading but the NC works in the evenings in a darkened room and does all the other things a tablet can do.  Just NC on a holiday trip and left my laptop behind!  NC was perfect for email, RSS, games and reading, including pdf books and Netflix movies.  If you have an Android phone, using this is the same with a much better screen.  It's a really good tablet as is, but with the dual-boot MSD card it is an awesome deal!",Electronics
